Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1
Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
11,920	28,972	3,491	-8,181	0,6917	0,083	-0,195	5,0
11,960	29,112	3,272	-5,454	0,6950	0,078	-0,130	5,1
12,000	29,234	3,054	-5,454	0,6979	0,073	-0,130	5,2
12,040	29,356	2,836	-2,727	0,7008	0,068	-0,065	5,1
12,080	29,461	2,836	5,454	0,7033	0,068	0,130	5,3
12,120	29,583	3,272	2,727	0,7062	0,078	0,065	5,3
12,160	29,723	3,054	-2,727	0,7096	0,073	-0,065	5,2
12,200	29,828	3,054	5,454	0,7121	0,073	0,130	5,1
12,240	29,967	3,491	8,181	0,7154	0,083	0,195	4,9
12,280	30,107	3,709	8,181	0,7187	0,089	0,195	4,8
12,320	30,264	4,145	8,181	0,7225	0,099	0,195	4,7
12,360	30,439	4,363	2,727	0,7267	0,104	0,065	4,6
12,400	30,613	4,363	2,727	0,7308	0,104	0,065	4,6
12,440	30,788	4,581	2,727	0,7350	0,109	0,065	4,6
12,480	30,980	4,581	-2,727	0,7396	0,109	-0,065	4,7
12,520	31,154	4,363	-2,727	0,7437	0,104	-0,065	4,8
12,560	31,329	4,363	-5,454	0,7479	0,104	-0,130	4,9
12,600	31,503	3,927	-8,181	0,7521	0,094	-0,195	5,0
12,640	31,643	3,709	-5,454	0,7554	0,089	-0,130	5,0
12,680	31,800	3,491	-5,454	0,7592	0,083	-0,130	4,9
12,720	31,922	3,272	0,000	0,7621	0,078	-1,735E-14	4,7
12,760	32,062	3,491	2,727	0,7654	0,083	0,065	4,6
12,800	32,201	3,491	5,454	0,7687	0,083	0,130	4,5
12,840	32,341	3,927	10,908	0,7721	0,094	0,260	4,5
12,880	32,515	4,363	8,181	0,7762	0,104	0,195	4,6
12,920	32,690	4,581	5,454	0,7804	0,109	0,130	4,6
12,960	32,882	4,800	2,727	0,7850	0,115	0,065	4,6
13,000	33,074	4,800	-2,727	0,7896	0,115	-0,065	4,6
13,040	33,266	4,581	-2,727	0,7942	0,109	-0,065	4,5
13,080	33,441	4,581	2,727	0,7983	0,109	0,065	4,5
13,120	33,632	4,800	1,110E-12	0,8029	0,115	0,000	4,5
13,160	33,824	4,581	1,110E-12	0,8075	0,109	-1,735E-14	4,5
13,200	33,999	4,800	2,727	0,8117	0,115	0,065	4,5
13,240	34,208	4,800	-8,181	0,8167	0,115	-0,195	4,5
13,280	34,383	4,145	-13,635	0,8208	0,099	-0,326	4,6
13,320	34,540	3,709	-8,181	0,8246	0,089	-0,195	4,7
13,360	34,680	3,491	-5,454	0,8279	0,083	-0,130	4,8
13,400	34,819	3,272	-2,727	0,8312	0,078	-0,065	4,9
13,440	34,941	3,272	5,454	0,8342	0,078	0,130	5,0
13,480	35,081	3,709	8,181	0,8375	0,089	0,195	5,2
13,520	35,238	3,927	1,110E-12	0,8413	0,094	0,000	5,3
13,560	35,395	3,709	-2,727	0,8450	0,089	-0,065	5,4
13,600	35,535	3,709	0,000	0,8483	0,089	0,000	5,5
13,640	35,692	3,709	-1,110E-12	0,8521	0,089	0,000	5,7
13,680	35,832	3,709	8,181	0,8554	0,089	0,195	5,8
13,720	35,989	4,363	10,908	0,8592	0,104	0,260	5,9
13,760	36,181	4,581	2,727	0,8637	0,109	0,065	6,1
13,800	36,355	4,581	-2,727	0,8679	0,109	-0,065	6,2
13,840	36,547	4,363	-10,908	0,8725	0,104	-0,260	6,3
13,880	36,704	3,709	-13,635	0,8762	0,089	-0,326	6,6
13,920	36,844	3,272	-2,727	0,8796	0,078	-0,065	6,8
13,960	36,966	3,491	8,181	0,8825	0,083	0,195	7,0
14,000	37,123	3,927	2,727	0,8862	0,094	0,065	7,2
14,040	37,280	3,709	-5,454	0,8900	0,089	-0,130	7,4
14,080	37,420	3,491	-5,454	0,8933	0,083	-0,130	7,6
14,120	37,559	3,272	0,000	0,8967	0,078	0,000	7,8
14,160	37,682	3,491	8,181	0,8996	0,083	0,195	8,0
14,200	37,839	3,927	8,181	0,9033	0,094	0,195	8,3
14,240	37,996	4,145	5,454	0,9071	0,099	0,130	8,4
14,280	38,170	4,363	5,454	0,9112	0,104	0,130	8,6
14,320	38,345	4,581	5,454	0,9154	0,109	0,130	8,9
14,360	38,537	4,800	2,727	0,9200	0,115	0,065	9,1
14,400	38,729	4,800	-2,727	0,9246	0,115	-0,065	9,2
14,440	38,921	4,581	-1,110E-12	0,9292	0,109	0,000	9,5
14,480	39,095	4,800	1,110E-12	0,9333	0,115	1,735E-14	9,8
14,520	39,305	4,581	-8,181	0,9383	0,109	-0,195	10,1
14,560	39,462	4,145	-5,454	0,9421	0,099	-0,130	10,3
14,600	39,636	4,145	-2,727	0,9462	0,099	-0,065	10,5
14,640	39,794	3,927	-5,454	0,9500	0,094	-0,130	10,8
14,680	39,951	3,709	-5,454	0,9538	0,089	-0,130	11,0
14,720	40,090	3,491	-5,454	0,9571	0,083	-0,130	11,2
14,760	40,230	3,272	-1,110E-12	0,9604	0,078	1,735E-14	11,4
14,800	40,352	3,491	8,181	0,9633	0,083	0,195	11,7
14,840	40,509	3,927	5,454	0,9671	0,094	0,130	11,8
14,880	40,666	3,927	-8,181	0,9708	0,094	-0,195	12,0
14,920	40,823	3,272	-13,635	0,9746	0,078	-0,326	12,2
14,960	40,928	2,836	-2,727	0,9771	0,068	-0,065	12,4
15,000	41,050	3,054	-5,454	0,9800	0,073	-0,130	12,5
15,040	41,172	2,400	-19,090	0,9829	0,057	-0,456	12,6
15,080	41,242	1,527	-13,635	0,9846	0,036	-0,326	12,8
15,120	41,294	1,309	-5,454	0,9858	0,031	-0,130	12,9
15,160	41,347	1,091	-5,454	0,9871	0,026	-0,130	13,0
15,200	41,382	0,873	-2,727	0,9879	0,021	-0,065	13,1
15,240	41,417	0,873	-1,110E-12	0,9887	0,021	1,735E-14	13,3
15,280	41,452	0,873	1,353E-12	0,9896	0,021	5,768E-15	13,3
15,320	41,486	0,873	1,110E-12	0,9904	0,021	0,000	13,3
15,360	41,521	0,873	2,727	0,9913	0,021	0,065	13,3
15,400	41,556	1,091	5,454	0,9921	0,026	0,130	13,3
15,440	41,609	1,309	5,454	0,9933	0,031	0,130	13,3
15,480	41,661	1,527	8,181	0,9946	0,036	0,195	13,4
15,520	41,731	1,963	10,908	0,9962	0,047	0,260	13,3
15,560	41,818	2,400	8,181	0,9983	0,057	0,195	13,3
15,600	41,923	2,618	5,454	1,0008	0,062	0,130	13,4
15,640	42,028	2,836	5,454	1,0033	0,068	0,130	13,4
