Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1
Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
11,720	23,841	3,054	-8,181	0,5692	0,073	-0,195	0,6
11,760	23,963	2,618	-13,635	0,5721	0,062	-0,326	0,6
11,800	24,051	1,963	-10,908	0,5742	0,047	-0,260	0,9
11,840	24,120	1,745	0,000	0,5758	0,042	0,000	1,2
11,880	24,190	1,963	8,181	0,5775	0,047	0,195	1,3
11,920	24,278	2,400	16,362	0,5796	0,057	0,391	1,6
11,960	24,382	3,272	19,090	0,5821	0,078	0,456	2,0
12,000	24,539	3,927	8,181	0,5858	0,094	0,195	2,6
12,040	24,696	3,927	-5,454	0,5896	0,094	-0,130	3,9
12,080	24,853	3,491	-13,635	0,5933	0,083	-0,326	4,6
12,120	24,976	2,836	-10,908	0,5962	0,068	-0,260	5,3
12,160	25,080	2,618	-5,454	0,5987	0,062	-0,130	5,1
12,200	25,185	2,400	-5,454	0,6012	0,057	-0,130	4,3
12,240	25,272	2,182	-10,908	0,6033	0,052	-0,260	3,4
12,280	25,360	1,527	-13,635	0,6054	0,036	-0,326	3,4
12,320	25,395	1,091	-2,727	0,6062	0,026	-0,065	2,2
12,360	25,447	1,309	2,526E-13	0,6075	0,031	-7,242E-15	1,5
12,400	25,499	1,091	0,000	0,6088	0,026	-1,735E-14	1,1
12,440	25,534	1,309	5,454	0,6096	0,031	0,130	1,0
12,480	25,604	1,527	8,181	0,6112	0,036	0,195	1,1
12,520	25,656	1,963	10,908	0,6125	0,047	0,260	0,8
12,560	25,761	2,400	0,000	0,6150	0,057	-1,735E-14	0,6
12,600	25,848	1,963	-5,454	0,6171	0,047	-0,130	0,6
12,640	25,918	1,963	-8,181	0,6187	0,047	-0,195	0,6
12,680	26,005	1,309	-21,817	0,6208	0,031	-0,521	0,5
12,720	26,023	0,218	-13,635	0,6212	0,005	-0,326	0,5
12,760	26,023	0,218	13,635	0,6212	0,005	0,326	0,5
12,800	26,040	1,309	19,090	0,6217	0,031	0,456	0,5
12,840	26,128	1,745	0,000	0,6237	0,042	1,735E-14	0,5
12,880	26,180	1,309	-8,181	0,6250	0,031	-0,195	0,5
12,920	26,232	1,091	5,454	0,6262	0,026	0,130	0,5
12,960	26,267	1,745	13,635	0,6271	0,042	0,326	0,7
13,000	26,372	2,182	-8,181	0,6296	0,052	-0,195	0,5
