Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1
Tiempo (s);Intensidad relativa (%);ángulo (rad);Vector velocidad angular (rad/s);Aceleración angular (rad/s²);Posición (m);Vector velocidad (m/s);Aceleración (m/s²)
4,140;82,96;-11,030;-7,418;21,817;-0,2633;-0,177;0,521
4,160;82,15;-11,170;-5,672;76,358;-0,2667;-0,135;1,823
4,180;80,95;-11,257;-4,363;43,633;-0,2687;-0,104;1,042
4,200;80,00;-11,345;-3,927;10,908;-0,2708;-0,094;0,260
4,220;79,04;-11,414;-3,927;-21,817;-0,2725;-0,094;-0,521
4,240;77,82;-11,502;-4,800;-43,633;-0,2746;-0,115;-1,042
4,260;77,01;-11,606;-5,672;-43,633;-0,2771;-0,135;-1,042
4,280;76,04;-11,729;-6,545;-10,908;-0,2800;-0,156;-0,260
4,300;75,33;-11,868;-6,109;32,725;-0,2833;-0,146;0,781
4,320;74,66;-11,973;-5,236;0,000;-0,2858;-0,125;3,469E-14
4,340;73,75;-12,078;-6,109;-65,450;-0,2883;-0,146;-1,563
4,360;73,10;-12,217;-7,854;-65,450;-0,2917;-0,187;-1,562
4,380;72,52;-12,392;-8,727;1,110E-12;-0,2958;-0,208;3,469E-14
4,400;71,89;-12,566;-7,854;54,542;-0,3000;-0,187;1,302
4,420;71,43;-12,706;-6,545;76,358;-0,3033;-0,156;1,823
4,440;70,93;-12,828;-4,800;109,083;-0,3062;-0,115;2,604
4,460;70,58;-12,898;-2,182;98,175;-0,3079;-0,052;2,344
4,480;70,33;-12,915;-0,873;43,633;-0,3083;-0,021;1,042
4,500;70,06;-12,933;-0,436;21,817;-0,3087;-0,010;0,521
4,520;69,90;-12,933;0,000;10,908;-0,3087;0,000;0,260
4,540;69,79;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,560;69,69;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,580;69,61;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,600;69,48;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,620;69,39;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,640;69,35;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,660;69,32;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,680;69,29;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,700;69,28;-12,933;0,000;0,000;-0,3087;0,000;0,000
4,720;69,32;-12,933;0,000;10,908;-0,3087;0,000;0,260
4,740;69,28;-12,933;0,436;10,908;-0,3087;0,010;0,260
4,760;69,25;-12,915;0,436;-10,908;-0,3083;0,010;-0,260
4,780;69,21;-12,915;0,000;-10,908;-0,3083;0,000;-0,260
4,800;69,24;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,820;69,24;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,840;69,23;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,860;69,18;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,880;69,26;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,900;69,30;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,920;69,32;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,940;69,30;-12,915;0,000;0,000;-0,3083;0,000;0,000
4,960;69,30;-12,915;0,000;;-0,3083;0,000;
