Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
47,400	22,026	2,400	-10,908	0,5258	0,057	-0,260	1,4
47,440	22,113	1,963	-5,454	0,5279	0,047	-0,130	1,4
47,480	22,183	1,963	2,179E-12	0,5296	0,047	5,204E-14	1,4
47,520	22,270	1,963	2,179E-12	0,5317	0,047	5,204E-14	1,4
47,560	22,340	1,963	0,000	0,5333	0,047	-1,735E-14	1,4
47,600	22,427	1,963	0,000	0,5354	0,047	0,000	1,3
47,640	22,497	1,963	5,454	0,5371	0,047	0,130	1,4
47,680	22,585	2,400	2,727	0,5392	0,057	0,065	1,4
47,720	22,689	2,182	-8,181	0,5417	0,052	-0,195	1,4
47,760	22,759	1,745	-5,454	0,5433	0,042	-0,130	1,3
47,800	22,829	1,745	2,727	0,5450	0,042	0,065	1,4
47,840	22,899	1,963	5,454	0,5467	0,047	0,130	1,4
47,880	22,986	2,182	0,000	0,5487	0,052	0,000	1,3
47,920	23,073	1,963	-2,727	0,5508	0,047	-0,065	1,3
47,960	23,143	1,963	2,727	0,5525	0,047	0,065	1,4
48,000	23,230	2,182	13,635	0,5546	0,052	0,326	1,3
48,040	23,318	3,054	21,817	0,5567	0,073	0,521	1,3
48,080	23,475	3,927	-2,837E-12	0,5604	0,094	-9,836E-14	1,3
48,120	23,632	3,054	-27,271	0,5642	0,073	-0,651	1,4
48,160	23,719	1,745	-24,544	0,5662	0,042	-0,586	1,4
48,200	23,771	1,091	-13,635	0,5675	0,026	-0,326	1,3
48,240	23,806	0,654	-5,454	0,5683	0,016	-0,130	1,3
48,280	23,824	0,654	5,454	0,5687	0,016	0,130	1,3
48,320	23,859	1,091	5,454	0,5696	0,026	0,130	1,3
48,360	23,911	1,091	-5,551E-13	0,5708	0,026	0,000	1,3
48,400	23,946	1,091	5,454	0,5717	0,026	0,130	1,3
48,440	23,998	1,527	10,908	0,5729	0,036	0,260	1,3
48,480	24,068	1,963	8,181	0,5746	0,047	0,195	1,3
48,520	24,155	2,182	16,362	0,5767	0,052	0,391	1,3
48,560	24,243	3,272	24,544	0,5788	0,078	0,586	1,4
48,600	24,417	4,145	8,181	0,5829	0,099	0,195	1,3
48,640	24,574	3,927	-13,635	0,5867	0,094	-0,326	1,3
48,680	24,731	3,054	-24,544	0,5904	0,073	-0,586	1,3
48,720	24,819	1,963	-8,181	0,5925	0,047	-0,195	1,3
48,760	24,888	2,400	5,454	0,5942	0,057	0,130	1,3
48,800	25,011	2,400	-16,362	0,5971	0,057	-0,391	1,3
48,840	25,080	1,091	-27,271	0,5987	0,026	-0,651	1,3
48,880	25,098	0,218	-13,635	0,5992	0,005	-0,326	1,3
48,920	25,098	0,000	-2,727	0,5992	0,000	-0,065	1,3
48,960	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,000	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,040	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,080	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,120	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,160	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,200	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,240	25,098	0,000	0,000	0,5992	0,000	0,000	1,4
49,280	25,098	0,000	0,000	0,5992	0,000	0,000	1,4
49,320	25,098	0,000	0,000	0,5992	0,000	0,000	1,4
49,360	25,098	0,000	0,000	0,5992	0,000	0,000	1,3
49,400	25,098	0,000	-2,727	0,5992	0,000	-0,065	1,4
49,440	25,098	-0,218	-2,727	0,5992	-0,005	-0,065	1,4
49,480	25,080	-0,218	2,727	0,5987	-0,005	0,065	1,3
49,520	25,080	0,000	2,727	0,5987	0,000	0,065	1,3
49,560	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,600	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,640	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,680	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,720	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,760	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,800	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,840	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
49,880	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
49,920	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
49,960	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,000	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,040	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,080	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,120	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,160	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,200	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,240	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,280	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,320	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,360	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,400	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,440	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,480	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,520	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,560	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,600	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,640	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,680	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,720	25,080	0,000	0,000	0,5987	0,000	0,000	1,5
50,760	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,800	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,840	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,880	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,920	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
50,960	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
51,000	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
51,040	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
51,080	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
51,120	25,080	0,000	0,000	0,5987	0,000	0,000	1,2
51,160	25,080	0,000	0,000	0,5987	0,000	0,000	1,2
51,200	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
51,240	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
51,280	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
51,320	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
51,360	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,400	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,440	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
51,480	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
51,520	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,560	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,600	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,640	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,680	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,720	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,760	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,800	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,840	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,880	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,920	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
51,960	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,000	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
52,040	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,080	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,120	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,160	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,200	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,240	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,280	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,320	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,360	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,400	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,440	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,480	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,520	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
52,560	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,600	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,640	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,680	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,720	25,080	0,000	0,000	0,5987	0,000	0,000	1,0
52,760	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
52,800	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
52,840	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
52,880	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
52,920	25,080	0,000	0,000	0,5987	0,000	0,000	1,1
52,960	25,080	0,000	0,000	0,5987	0,000	0,000	1,2
53,000	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,040	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,080	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,120	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,160	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,200	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,240	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
53,280	25,080	0,000	0,000	0,5987	0,000	0,000	1,4
53,320	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,360	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,400	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,440	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,480	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,520	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,560	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,600	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,640	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,680	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,720	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,760	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,800	25,080	0,000	0,000	0,5987	0,000	0,000	1,2
53,840	25,080	0,000	0,000	0,5987	0,000	0,000	1,3
53,880	25,080	0,000	-2,727	0,5987	0,000	-0,065	1,3
53,920	25,080	-0,218	29,998	0,5987	-0,005	0,716	1,3
53,960	25,063	2,400	73,631	0,5983	0,057	1,758	1,3
54,000	25,272	5,672	51,814	0,6033	0,135	1,237	1,3
54,040	25,517	6,545	16,362	0,6092	0,156	0,391	1,3
54,080	25,796	6,981	10,908	0,6158	0,167	0,260	1,3
54,120	26,075	7,418	10,908	0,6225	0,177	0,260	1,4
54,160	26,389	7,854	8,181	0,6300	0,188	0,195	1,3
54,200	26,704	8,072	-2,727	0,6375	0,193	-0,065	1,3
54,240	27,035	7,636	-10,908	0,6454	0,182	-0,260	1,3
54,280	27,314	7,199	0,000	0,6521	0,172	1,735E-14	1,3
54,320	27,611	7,636	2,727	0,6592	0,182	0,065	1,3
54,360	27,925	7,418	-13,635	0,6667	0,177	-0,326	1,3
54,400	28,205	6,545	-19,090	0,6733	0,156	-0,456	1,3
54,440	28,449	5,890	-10,908	0,6792	0,141	-0,260	1,3
54,480	28,676	5,672	-8,181	0,6846	0,135	-0,195	1,2
54,520	28,903	5,236	-16,362	0,6900	0,125	-0,391	1,3
54,560	29,095	4,363	-19,090	0,6946	0,104	-0,456	1,3
54,600	29,252	3,709	-19,090	0,6983	0,089	-0,456	1,3
54,640	29,391	2,836	-16,362	0,7017	0,068	-0,391	1,2
54,680	29,479	2,400	-5,454	0,7038	0,057	-0,130	1,2
54,720	29,583	2,400	-2,727	0,7062	0,057	-0,065	1,2
54,760	29,671	2,182	2,727	0,7083	0,052	0,065	1,2
54,800	29,758	2,618	10,908	0,7104	0,062	0,260	1,2
54,840	29,880	3,054	5,454	0,7133	0,073	0,130	1,3
54,880	30,002	3,054	-2,727	0,7162	0,073	-0,065	1,2
54,920	30,124	2,836	-5,454	0,7192	0,068	-0,130	1,2
54,960	30,229	2,618	-5,454	0,7217	0,063	-0,130	1,2
55,000	30,334	2,400	-10,908	0,7242	0,057	-0,260	1,2
55,040	30,421	1,745	-19,090	0,7262	0,042	-0,456	1,2
55,080	30,473	0,873	-16,362	0,7275	0,021	-0,391	1,2
55,120	30,491	0,436	-8,181	0,7279	0,010	-0,195	1,2
55,160	30,508	0,218	-5,454	0,7283	0,005	-0,130	1,2
55,200	30,508	0,000	-2,727	0,7283	0,000	-0,065	1,2
55,240	30,508	0,000	-2,727	0,7283	0,000	-0,065	1,1
55,280	30,508	-0,218	-2,727	0,7283	-0,005	-0,065	1,2
55,320	30,491	-0,218	2,727	0,7279	-0,005	0,065	1,2
55,360	30,491	0,000	2,727	0,7279	0,000	0,065	1,2
55,400	30,491	0,000	0,000	0,7279	0,000	0,000	1,2
55,440	30,491	0,000	0,000	0,7279	0,000	0,000	1,2
55,480	30,491	0,000	0,000	0,7279	0,000	0,000	1,2
55,520	30,491	0,000	0,000	0,7279	0,000	0,000	1,1
55,560	30,491	0,000	0,000	0,7279	0,000	0,000	1,2
55,600	30,491	0,000	0,000	0,7279	0,000	0,000	1,2
55,640	30,491	0,000	0,000	0,7279	0,000	0,000	1,0
55,680	30,491	0,000	0,000	0,7279	0,000	0,000	1,1
55,720	30,491	0,000	-2,727	0,7279	0,000	-0,065	1,2
55,760	30,491	-0,218	-2,727	0,7279	-0,005	-0,065	1,2
55,800	30,473	-0,218	2,727	0,7275	-0,005	0,065	1,2
55,840	30,473	0,000	2,727	0,7275	0,000	0,065	1,2
55,880	30,473	0,000	-2,727	0,7275	0,000	-0,065	1,1
55,920	30,473	-0,218	-19,090	0,7275	-0,005	-0,456	1,2
55,960	30,456	-1,527	-40,906	0,7271	-0,036	-0,977	1,2
56,000	30,351	-3,491	-27,271	0,7246	-0,083	-0,651	1,2
56,040	30,177	-3,709	-2,727	0,7204	-0,089	-0,065	1,2
56,080	30,055	-3,709	-10,908	0,7175	-0,089	-0,260	1,2
56,120	29,880	-4,581	-19,090	0,7133	-0,109	-0,456	1,2
56,160	29,688	-5,236	-5,454	0,7088	-0,125	-0,130	1,2
56,200	29,461	-5,018	8,181	0,7033	-0,120	0,195	1,2
56,240	29,287	-4,581	-2,727	0,6992	-0,109	-0,065	1,2
56,280	29,095	-5,236	-8,181	0,6946	-0,125	-0,195	1,2
56,320	28,868	-5,236	-8,181	0,6892	-0,125	-0,195	1,2
56,360	28,676	-5,890	-27,271	0,6846	-0,141	-0,651	1,2
56,400	28,397	-7,418	-24,544	0,6779	-0,177	-0,586	1,2
56,440	28,082	-7,854	-16,362	0,6704	-0,187	-0,391	1,2
56,480	27,768	-8,727	-19,090	0,6629	-0,208	-0,456	1,2
56,520	27,384	-9,381	-8,181	0,6537	-0,224	-0,195	1,2
56,560	27,018	-9,381	2,727	0,6450	-0,224	0,065	1,2
56,600	26,634	-9,163	19,090	0,6358	-0,219	0,456	1,2
56,640	26,285	-7,854	32,725	0,6275	-0,188	0,781	1,2
56,680	26,005	-6,545	21,817	0,6208	-0,156	0,521	1,2
56,720	25,761	-6,109	8,181	0,6150	-0,146	0,195	1,2
56,760	25,517	-5,890	8,181	0,6092	-0,141	0,195	1,3
56,800	25,290	-5,454	5,454	0,6038	-0,130	0,130	1,2
56,840	25,080	-5,454	-6,062E-12	0,5987	-0,130	-1,620E-13	1,2
56,880	24,853	-5,454	-2,727	0,5933	-0,130	-0,065	1,2
56,920	24,644	-5,672	-8,181	0,5883	-0,135	-0,195	1,3
56,960	24,400	-6,109	-5,454	0,5825	-0,146	-0,130	1,2
57,000	24,155	-6,109	0,000	0,5767	-0,146	-1,735E-14	1,3
57,040	23,911	-6,109	2,727	0,5708	-0,146	0,065	1,3
57,080	23,667	-5,890	8,181	0,5650	-0,141	0,195	1,3
57,120	23,440	-5,454	8,181	0,5596	-0,130	0,195	1,3
57,160	23,230	-5,236	2,727	0,5546	-0,125	0,065	1,3
57,200	23,021	-5,236	-10,908	0,5496	-0,125	-0,260	1,3
57,240	22,811	-6,109	-21,817	0,5446	-0,146	-0,521	1,3
57,280	22,532	-6,981	-13,635	0,5379	-0,167	-0,326	1,3
57,320	22,253	-7,199	-2,727	0,5312	-0,172	-0,065	1,3
57,360	21,956	-7,199	10,908	0,5242	-0,172	0,260	1,3
57,400	21,677	-6,327	24,544	0,5175	-0,151	0,586	1,3
57,440	21,450	-5,236	19,090	0,5121	-0,125	0,456	1,3
57,480	21,258	-4,800	2,727	0,5075	-0,115	0,065	1,3
57,520	21,066	-5,018	-5,884E-12	0,5029	-0,120	-1,358E-13	1,3
57,560	20,857	-4,800	-2,727	0,4979	-0,115	-0,065	1,3
57,600	20,682	-5,236	-10,908	0,4937	-0,125	-0,260	1,4
57,640	20,438	-5,672	-5,454	0,4879	-0,135	-0,130	1,3
57,680	20,228	-5,672	-8,181	0,4829	-0,135	-0,195	1,3
57,720	19,984	-6,327	-10,908	0,4771	-0,151	-0,260	1,4
57,760	19,722	-6,545	-2,727	0,4708	-0,156	-0,065	1,4
57,800	19,460	-6,545	-10,908	0,4646	-0,156	-0,260	1,4
57,840	19,199	-7,418	-16,362	0,4583	-0,177	-0,391	1,4
57,880	18,867	-7,854	-5,454	0,4504	-0,188	-0,130	1,4
57,920	18,570	-7,854	-10,908	0,4433	-0,188	-0,260	1,4
57,960	18,239	-8,727	-5,454	0,4354	-0,208	-0,130	1,4
58,000	17,872	-8,290	19,090	0,4267	-0,198	0,456	1,4
58,040	17,575	-7,199	13,635	0,4196	-0,172	0,326	1,4
58,080	17,296	-7,199	-2,727	0,4129	-0,172	-0,065	1,4
58,120	17,000	-7,418	5,454	0,4058	-0,177	0,130	1,4
58,160	16,703	-6,763	13,635	0,3987	-0,161	0,326	1,4
58,200	16,458	-6,327	5,454	0,3929	-0,151	0,130	1,4
58,240	16,197	-6,327	2,727	0,3867	-0,151	0,065	1,5
58,280	15,952	-6,109	5,551E-13	0,3808	-0,146	0,000	1,5
58,320	15,708	-6,327	-13,635	0,3750	-0,151	-0,326	1,5
58,360	15,446	-7,199	-13,635	0,3687	-0,172	-0,326	1,5
58,400	15,132	-7,418	2,727	0,3612	-0,177	0,065	1,5
58,440	14,853	-6,981	2,727	0,3546	-0,167	0,065	1,5
58,480	14,573	-7,199	-5,454	0,3479	-0,172	-0,130	1,5
58,520	14,277	-7,418	-5,454	0,3408	-0,177	-0,130	1,5
58,560	13,980	-7,636	-2,727	0,3338	-0,182	-0,065	1,4
58,600	13,666	-7,636	5,454	0,3262	-0,182	0,130	1,5
58,640	13,369	-7,199	8,181	0,3192	-0,172	0,195	1,6
58,680	13,090	-6,981	2,727	0,3125	-0,167	0,065	1,5
58,720	12,811	-6,981	8,038E-12	0,3058	-0,167	1,936E-13	1,5
58,760	12,531	-6,981	8,181	0,2992	-0,167	0,195	1,6
58,800	12,252	-6,327	16,362	0,2925	-0,151	0,391	1,6
58,840	12,025	-5,672	16,362	0,2871	-0,135	0,391	1,6
58,880	11,798	-5,018	13,635	0,2817	-0,120	0,326	1,6
58,920	11,624	-4,581	2,727	0,2775	-0,109	0,065	1,6
58,960	11,432	-4,800	2,727	0,2729	-0,115	0,065	1,6
59,000	11,240	-4,363	5,454	0,2683	-0,104	0,130	1,6
59,040	11,083	-4,363	4,852E-12	0,2646	-0,104	1,070E-13	1,6
59,080	10,891	-4,363	4,852E-12	0,2600	-0,104	1,070E-13	1,6
59,120	10,734	-4,363	-4,852E-12	0,2562	-0,104	-1,114E-13	1,7
59,160	10,542	-4,363	8,181	0,2517	-0,104	0,195	1,7
59,200	10,385	-3,709	10,908	0,2479	-0,089	0,260	1,7
59,240	10,245	-3,491	-2,727	0,2446	-0,083	-0,065	1,7
59,280	10,105	-3,927	-8,181	0,2412	-0,094	-0,195	1,7
59,320	9,931	-4,145	5,454	0,2371	-0,099	0,130	1,7
59,360	9,774	-3,491	8,181	0,2333	-0,083	0,195	1,7
59,400	9,652	-3,491	3,603E-12	0,2304	-0,083	8,812E-14	1,7
59,440	9,495	-3,491	3,603E-12	0,2267	-0,083	8,812E-14	1,8
59,480	9,372	-3,491	-10,908	0,2237	-0,083	-0,260	1,7
59,520	9,215	-4,363	-10,908	0,2200	-0,104	-0,260	1,8
59,560	9,023	-4,363	5,454	0,2154	-0,104	0,130	1,8
59,600	8,866	-3,927	2,727	0,2117	-0,094	0,065	1,8
59,640	8,709	-4,145	2,727	0,2079	-0,099	0,065	1,8
59,680	8,535	-3,709	13,635	0,2037	-0,089	0,326	1,9
59,720	8,412	-3,054	21,817	0,2008	-0,073	0,521	1,9
59,760	8,290	-1,963	29,998	0,1979	-0,047	0,716	1,9
59,800	8,255	-0,654	24,544	0,1971	-0,016	0,586	1,9
59,840	8,238	0,000	10,908	0,1967	0,000	0,260	1,9
59,880	8,255	0,218	0,000	0,1971	0,005	0,000	1,9
59,920	8,255	0,000	-2,727	0,1971	0,000	-0,065	1,9
59,960	8,255	0,000	0,000	0,1971	0,000	0,000	1,9
60,000	8,255	0,000	0,000	0,1971	0,000	0,000	1,9
60,040	8,255	0,000	0,000	0,1971	0,000	0,000	1,9
60,080	8,255	0,000	2,727	0,1971	0,000	0,065	1,9
60,120	8,255	0,218	2,727	0,1971	0,005	0,065	1,7
60,160	8,273	0,218	-2,727	0,1975	0,005	-0,065	1,7
60,200	8,273	0,000	-2,727	0,1975	0,000	-0,065	1,6
60,240	8,273	0,000	0,000	0,1975	0,000	0,000	1,6
60,280	8,273	0,000	0,000	0,1975	0,000	0,000	1,4
60,320	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
60,360	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,400	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,440	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,480	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,520	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,560	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,600	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
60,640	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
60,680	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,720	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
60,760	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,800	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
60,840	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
60,880	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
60,920	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
60,960	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,000	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,040	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,080	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,120	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,160	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,200	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,240	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,280	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,320	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,360	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,400	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,440	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,480	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,520	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,560	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,600	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,640	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,680	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,720	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
61,760	8,273	0,000	0,000	0,1975	0,000	0,000	1,1
61,800	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,840	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,880	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,920	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
61,960	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,000	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,040	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,080	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,120	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,160	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,200	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,240	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,280	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,320	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,360	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,400	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,440	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,480	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,520	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,560	8,273	0,000	0,000	0,1975	0,000	0,000	1,2
62,600	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,640	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,680	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,720	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,760	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,800	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,840	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,880	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,920	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
62,960	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,000	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,040	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,080	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,120	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,160	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,200	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,240	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,280	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,320	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,360	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,400	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,440	8,273	0,000	0,000	0,1975	0,000	0,000	1,3
63,480	8,273	0,000	0,000	0,1975	0,000	0,000	1,4
63,520	8,273	0,000	0,000	0,1975	0,000	0,000	1,4
63,560	8,273	0,000	0,000	0,1975	0,000	0,000	1,4
63,600	8,273	0,000	0,000	0,1975	0,000	0,000	1,4
